full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
"""Wennst was wissen willst, rufst null acht an, weißt eh, die Auskunft."" Im Wiener Pülcher-Deutsch (und nicht nur dort) ist das ein geflügeltes Wort. Aus, vorbei. Wer die neue Nummer der Telefon-Auskunft in Österreich haben will, erfährt sie von der Auskunft: sie lautet 1611 und gilt für das ganze Bundesgebiet. (N97/JAN.01219 Salzburger Nachrichten, 11.01.1997; Abschied von der Nummer 08 )"	weisst eh	weißt eh	weibt eh	0	Salzburger Nachrichten	N97		AT			Wennst was wissen willst, rufst null acht an, weißt eh, die Auskunft.	0	eingebettet	0	1	initial	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Du weißt eh, wo der Staubsauger ist."" Laut Unterrichtsministerin Elisabeth Gehrer die korrekte Antwort einer Frau auf die Feststellung ihres Mannes, der Teppich sei schmutzig. (N97/MAR.10258 Salzburger Nachrichten, 10.03.1997, Ressort: Die Seite Drei; O: TON )"	weisst eh	weißt eh	weibt eh	0	Salzburger Nachrichten	N97		AT			Du weißt eh, wo der Staubsauger ist.	0	eingebettet	1	0				0		0				1		wo	0		0	0	0	0	0	0	0	0	0		
"Nostalgie? Wehmut? Melancholie? Alles zusammen? Die Kindheit ist längst vergangen, aber nun ist es schick geworden, die kollektiven Reminiszenzen mit anderen zu teilen. Beim ""Wickie, Slime und Paiper- Erinnerungs-Clubbing"" zum Beispiel: ""Wie hat denn die Serie geheißen, weißt eh', die mit den Pilzen, die im Wald Gitarre gespielt haben."" Oder: ""Beim Fußballpickerl-Sammeln habe ich das Album nie vollgekriegt. Die wirklich guten Kicker haben sie ja viel seltener aufgelegt."" (N99/JUL.28091 Salzburger Nachrichten, 06.07.1999, Ressort: Kultur; Die Nostalgie der Ex-Kinder Sunkist und Leckerschmecker )"	weisst eh	weißt eh	weibt eh	0	Salzburger Nachrichten	N99		AT			Wie hat denn die Serie geheißen, weißt eh', die mit den Pilzen, die im Wald Gitarre gespielt haben.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Im Sommer 1997 wechselte Alexander Manninger für 22 Mill. S vom GAK zu FC Arsenal London. Es war die höchste Ablösesumme, die bis dato für einen Österreicher bezahlt wurde. Der erst 20-Jährige unterschrieb einen Sechsjahresvertrag mit Millionen-Gage. Ein Sparmeister bleibt der ""Manni"" dennoch. Als er sich eine Wohnung in London kaufen wollte, rief er einen Freund in Salzburg an: ""Kannst ma net eineinhalb Mille borgen, weißt eh, i hob a gestörtes Verhältnis zu Krediten."" (N99/AUG.34277 Salzburger Nachrichten, 17.08.1999, Ressort: Sport; Vom Tischler zum Teamkeeper )"	weisst eh	weißt eh	weibt eh	0	Salzburger Nachrichten	N99		AT			Kannst ma net eineinhalb Mille borgen, weißt eh, i hob a gestörtes Verhältnis zu Krediten.	0	eingebettet	0	1	middle	if	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Neustadt live erleben. Bei einem Konzert ist es ja wie im Kino: Die besten Plätze sind nicht unbedingt in der ersten Reihe. Dennoch nahmen Rainhards Eltern in der Pole-Position Platz. Papa Fendrich jammert: ""Warum spielt der Bub so laut?"" Doch die Mama im Überschwang: ""Endlich sehe ich ihn einmal wieder! Er lässt sich daheim ja nie anschauen!"" Und wünschte sich resolut: ""Weißt eh: Nicht vergessen, das Lied für die Mama!"" Der Bub gehorchte und sang ""Mamas Fenster"". Warum sie in der 1. Reihe sitzt, wollte ich wissen. ""Weil ich eine S-c-h-t-a-r-Mutter bin!"", kam es ebenso prompt wie stolz zurück. Hinterher umarmte und herzte der ""S-c-h-t-a-r"" seine Mama, dann seinen Papa, bedacht, dass sämtliche Kameras die Szenen festhielten. Wenn er schon kein guter Ehemann oder liebender Vater gewesen sein soll; dann doch wenigstens ein guter Sohn. (NEW06/MAR.00240 NEWS, 09.03.2006, S. 216; In * Diskret )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW06		AT		erinnerung	Weißt eh: Nicht vergessen, das Lied für die Mama!	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Jürgens: Sie war unsterblich in dich verliebt. Und ich hab sie gewarnt: ""Du weißt eh, dass dieser Mann bei den Damen sehr beliebt ist."" Daraus wurde eine Freundschaft fürs Leben (lacht). Allerdings zwischen ihm und mir.  (NEW06/AUG.00471 NEWS, 31.08.2006, S. 176; ,Dann gründen wir eine Männer-WG' )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW06		AT		warnung	Du weißt eh, dass dieser Mann bei den Damen sehr beliebt ist.	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
"Wer kann denn so einen Mann lieben? Schon als Michaela Z. mit ihrer Schwester das Studiogelände betritt, wird sie raunend erkannt: ""Is sie des? Jo, des is die, weißt eh, die vom Fischer!"" Dagegen hilft ein selbstbewusstes, ein wenig süffisantes Lächeln, und vorbei ist der Spießrutenlauf. Michaela Z. nimmt in der Maske Platz. Nach 15 Minuten ist die Visagistin fertig, und Z. zieht sich samt Anhang in den Warteraum für VIP-Gäste zurück. Ein Glas Sekt zur Erfrischung der Beredsamkeit, Smalltalk mit Barbara Karlich, Soundcheck, ein paar Stunden warten. Dann sitzt Michaela Z. zwischen einem weißhaarigen Endfünfziger mit Flinserl, Schnauzer und (NEW06/SEP.00090 NEWS, 07.09.2006, S. 202; Bullenbändigerin )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW06		AT			Is sie des? Jo, des is die, weißt eh, die vom Fischer!	0	eingebettet	0	1	middle	middle	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Serafin: Na weißt eh: der Gatsch. Das mag ich nicht.  (NEW06/DEZ.00197 NEWS, 14.12.2006, S. 172; Pröll & Serafin: Gipfel der Weihnachtsmänner )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW06		AT			Na weißt eh: der Gatsch. 	0	eingebettet	0	1	initial	initial	initial	0	na	W	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Polizist: So. Jetzt könn' ma reden. Ich hab nur mein verdecktes Handy anwerfen müssen. Weißt eh: Die Internen hängen ja fast bei jedem von uns mit einer TÜ drauf. (Interne = BIA: Büro für Interne Angelegenheiten, TÜ = Telefonüberwachung; Anm. d. Redaktion.)  (NEW07/FEB.00345 NEWS, 22.02.2007, S. 22; Pohl-Position )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW07		AT			Weißt eh: Die Internen hängen ja fast bei jedem von uns mit einer TÜ drauf.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Schimanko: Diese Frau, die ich kenne, war ja nicht zu beneiden, dass er bei ihr gestorben ist. Wäre es bei mir passiert, hätte ich mir tausend Vorwürfe gemacht, was ich nicht alles hätte tun und lassen müssen. Ich habe ihn ja gut gekannt und wir haben oft gescherzt. Er meinte: ""Barbara, du weißt eh, wie ich sterben will!?"" Ich antwortete: ""Das weiß ich - bei deiner Freundin, zum nettesten Zeitpunkt!"" Und genauso war's dann auch. Ich finde das großartig. Nicht bös sein, aber es sei ihm wirklich von Herzen gegönnt.  (NEW07/NOV.00358 NEWS, 22.11.2007, S. 188; ,Mein Mann war kein Heiliger - na und?' )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW07		AT		frage	Barbara, du weißt eh, wie ich sterben will!?	0	eingebettet	0	0				0		0	complete		complete	1		0	0		0	0	0	0	0	0	0	0	0		
" Anna gewann zwei Autos. Gleicher Marke, gleicher Farbe. Darüber freut sich der Freund? ""Hab ich keinen"", zuckte sie die Achseln. ""Die Männer fürchten sich vor mir."" Ich fürchte, diese Erklärung könnte den gefürchteten Missen-Jäger Serge Falck auf den Plan rufen. Weißt eh, Anna, was dir Christine Reiler geraten hat ...  (NEW09/APR.00107 NEWS, 02.04.2009, S. 148; HiSocietyIndiskret )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW09		AT			Weißt eh, Anna, was dir Christine Reiler geraten hat ...  	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
"""Ich habe meine Großmutter umgebracht’, so der Bub in Verhören, ""weil mein Opa das so wollte.’ Also gab es einen konkreten Tatauftrag? ""Im September 2012 sagte er zu mir, die Oma müsse weg und dürfe nicht wiederkommen.’ Hat Leopold D. mit seinem Enkel auch über einen Modus Operandi gesprochen? ""Er meinte: Du weißt eh, wo in meinem Keller die Werkzeuge liegen.’ Und: ""Du wirst’s schon richtig machen.’ Und: ""Lass dir was einfallen, wie du alles vertuschst.’ Und ""ungefähr Mitte Oktober’ hätte ihm der Großvater bei einem zufälligen ""Meeting’ auf der Straße zugeraunt: ""Am 26. bin ich aus dem Schneider, weil ich ein Maturatreffen hab. Und wenn du fertig bist mit der Sache, komm beim Wirten vorbei und gib mir ein Zeichen.’ Ob Leopold D. den Burschen je (NEW13/JAN.00326 NEWS, 31.01.2013, S. 44,45,46,47,48; Zum Mörder erzogen )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW13		AT			Du weißt eh, wo in meinem Keller die Werkzeuge liegen.	0	eingebettet	1	0				0		0				1		wo	0		0	0	0	0	0	0	0	0	0		
"In Salt Lake City war ich sehr happy, als ich mit meinen drei Bronzenen ins Österreich-Haus kam. ""Gratuliere, Felix, hat der Klammer-Franz gesagt. Und dann: ""Aber weißt eh: Zählen tut die Goldene! Noch auf dem Heimflug habe ich mir das Ziel gesetzt, Olympiasieger werden zu wollen. Stundenlang habe ich mich auf diesem Flug intensiv in dieses Gefühl hineinversetzt. Der Film war fertig, als ich aus dem Flieger gestiegen bin. Nur: Bis zur nächsten olympischen Chance waren es noch genau 1.456 Tage. Ich hatte weiche Knie, als ich daran gedacht habe. (NEW14/FEB.00002 NEWS, 06.02.2014, S. 32; Die wichtigste Disziplin: Bleib bei dir! )"	weisst eh	weißt eh	weibt eh	0	NEWS	NEW14		AT			Aber weißt eh: Zählen tut die Goldene! 	0	eingebettet	0	1	initial	initial	initial	1	aber	C	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Ich liebe die Erfindung der Gatschhosen, umso weniger verkrafte ich den Satz: ""Oh, das tut mir leid, schon wieder vergessen, das nächste Mal nehme ich sie mit, aber weißt eh, mir macht das nichts aus, wenn die Kinder schmutzig werden!"" (NON07/JAN.11644 Niederösterreichische Nachrichten, 24.01.2007, S. 23; ANEKDOTEN AUS DEM LEBEN EINER TAGESMUTTER &#8211; TEIL 3 )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON07		AT			Oh, das tut mir leid, schon wieder vergessen, das nächste Mal nehme ich sie mit, aber weißt eh, mir macht das nichts aus, wenn die Kinder schmutzig werden!	0	eingebettet	0	1	middle	initial	middle	1	aber	,c	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Der 30-Jährige erstattete Anzeige, dass er zu nächtlicher Stunde von zwei unbekannten Männern verletzt worden wäre. Diese seien mit einem Auto mit eingeschaltetem Blaulicht beim Haus, in dem er wohnte, vorgefahren, hätten angeläutet, ihn niedergeschlagen und ihm mit einem Messer das Gesicht zerschnitten. Mit den Worten ""Du weißt eh warum"" seien die Unbekannten dann wieder verschwunden. (NON08/APR.20543 Niederösterreichische Nachrichten, 30.04.2008, S. 5; Angriff erfunden: Mann narrte Polizei )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON08		AT			"Mit den Worten ""Du weißt eh warum"" seien die Unbekannten dann wieder verschwunden."	0	eingebettet	1	0				0		0				1		warum	0		0	0	0	0	0	0	0	0	0		
"Einerseits, weil mir stinkfad ist und ich nach Abwechslung lechze. Andererseits, weil ich Haufi-Haufi machen muss. Da meine Chefitäten sich aber einen Dreck um den meinen scheren, wurze ich ihn heimlich irgendwo hin. In der FuZo oder in die Grünstreifen. So ohne Leine herrenlos herumstreunen, das ist – weißt’ eh – ur lässig. Klar, dass mir die Leute auf den Geist gehen, wenn sie sich aufregen. Dann belle ich halt zurück und ihre Hunde an, die sie an der Leine spazieren führen. (NON08/SEP.03431 Niederösterreichische Nachrichten, 03.09.2008, S. 10; MIT OFFENEN AUGEN )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON08		AT			So ohne Leine herrenlos herumstreunen, das ist – weißt’ eh – ur lässig. 	0	eingebettet	0	1	middle	middle	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Peter Harold nennt ab sofort eine Mops-Skulptur sein Eigen, die mit stolzen 2.800 Euro als wertvollstes Versteigerungsobjekt bei der Benefiz-Auktion in der St. Pöltner Hesserkaserne unter den Hammer kam. Insgesamt wurden über 26.000 Euro gesammelt, die Militärkommandant Rudolf Striedinger gemeinsam mit Norbert Gollinger und Raiffeisen NÖ-Chef Erwin Hames eder spendet. Angesichts des angespannten Bundesheer-Budgets hätte er den Scheck vermutlich gerne selber behalten. „Weißt eh“, sagte er, „Geld kannst immer brauchen! Aber dass wir mit dieser großen Summe helfen können, finde ich jedenfalls ausgezeichnet!“ (NON14/NOV.15691 Niederösterreichische Nachrichten, 27.11.2014; )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON14		AT			„Weißt eh“, sagte er, „Geld kannst immer brauchen!	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Weißt eh - der Hochhauser ist mit seinem Ried-Dienstwagen vor der Magna-Zentrale in Oberwaltersdorf ins Radar gefahren"", erzählte Didi Constantini im Teamtrainingslager in Illmitz Ronnie Brunmayr! Was der Torjäger erst später erfuhr: Es war ein Scherz! Kein Scherz ist aber, dass Ried längst überlegt, wieviel Geld man herausholen könnte, wenn Austria um den Erfolgstrainer anklopft! (O00/APR.50034 Neue Kronen-Zeitung, 25.04.2000, S. 56 )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O00		AT			Weißt eh - der Hochhauser ist mit seinem Ried-Dienstwagen vor der Magna-Zentrale in Oberwaltersdorf ins Radar gefahren	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Italiener gsehn"", ruft ihm Schiessl zu, ""weißt eh, den Mörder aus Tschechien, nach dem die Gendarmen scho drei Tage suchen!"" Sie versuchen, Scarciglia den Weg abzuschneiden. Der entkommt aber noch einmal, versteckt sich in einer frisch ausgehobenen Grube. Doch Helmut Schiessl läßt nicht locker. Er rast nach Hause, alarmiert die Gendarmerie und bittet seinen Nachbarn und Jagdkameraden Josef Leisser (63) um dessen Schrotflinte. ""Wozu brauchst des Gewehr?"", will der Pensionist wissen. (O94/JAN.04042 Neue Kronen-Zeitung, 15.01.1994, S. 15 )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O94		AT			"Italiener gsehn"", ruft ihm Schiessl zu, ""weißt eh, den Mörder aus Tschechien, nach dem die Gendarmen scho drei Tage suchen!"	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Schranz: ""Mein Beileid, Markus!"" Prock: ""Na ja, es geht schon wieder.. ."" Schranz: ""Im Ernst: Gratuliere. Silber ist ja auch schön. So eine habe ich auch zu Hause."" Prock: ""Wenn ich daran denke, wie viele Sportler nie eine Olympia-Medaille gewinnen, bin ich über die Silberne froh. Das hat mich nach ersten Schrecksekunde getröstet."" Schranz: ""Und was war da beim letzten Lauf los? Prock: ""Weißt eh, Karl: 13 Tausendstel. Das ist gar nichts. Wenn du da nachdenkst, wirst narrisch."" Schranz: ""Aber bei einem Rennen spürt man doch, ob man schnell ist oder nicht. Hast du gemerkt, daß sich das nicht ausgeht?"" Prock: ""Nein, im Gegenteil. Am Start war ich mir bombensicher. Und während der Fahrt habe ich mir auch gedacht: Okay, das paßt. Erst als die Leute im Auslauf nicht gejubelt haben, bin ich erschrocken."" Schranz: ""Warum sollten die Leute jubeln? (O94/FEB.14380 Neue Kronen-Zeitung, 16.02.1994, S. 48 )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O94	II	AT		antw	Weißt eh, Karl: 13 Tausendstel. 	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		name	0		0	0		0	0	0	0	0	0	0	0	0		
"Mal hat er was g`faselt von ,Der Achter steht im Zenit, ich habe elf der gerechten Strafe zugeführt. Sie liegen am Sühneplatz der Rache, mit dem Gesicht zum Hades`."" Als Prem vom anonymen Anrufer dann Details wissen wollte - ""herst, du Trottel, was hat sie denn ang`habt?"", habe der Fremde mit höhnischem Lachen richtig geantwortet: ""Weißt eh, weiße Stöckelschuhe.. ."" Eine Telefonüberwachung brachte dann zwar keinen Erfolg - ""zweimal hat die Technik nicht funktioniert"" - sein Schlüsselerlebnis aber schildert Prem nun vor dem Gericht: ""Ich hab` zufällig im Radio das Mittagsjournal gehört und da war auf einmal genau diese Stimme des anonymen Anrufers."" Es war die Stimme Jack Unterwegers, die damals im Radio sprach - und Prem sagt auf Befragen von Ankläger Karl Gasser jetzt nochmals ganz klar: ""Ich bin mir (O94/MAI.47741 Neue Kronen-Zeitung, 21.05.1994, S. 18 )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O94		AT		antw	Weißt eh, weiße Stöckelschuhe.. .	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Leichtsinnig, wie eine Frau nur sein kann, gebe ich auf Anfrage schnell einmal die Nummer her. Die rufen doch eh nie an, denkt man, aber dann hat man immer öfter einen Otto oder eine Ilse am Draht, von denen man nicht weiß, wo man sie hintun sollte. ""Ich bins, weißt eh"", sagen die Leute. Es hält sich ja ein jeder Mensch für unverwechselbar. (O99/DEZ.104726 Neue Kronen-Zeitung, 08.12.1999, S. 8; Second Handy, klingeling )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O99		AT			"""Ich bins, weißt eh"", sagen die Leute."	0	eingebettet	0	1	final	final	final	0		0	complete			0		0	0		0	0	0	0	0	0	0	0	0		
"was sie damit meint, ABER: Mit 26 war ich tatsächlich schon wieder in Österreich und hab` mich von hier aus scheiden lassen - weil mit dem Vater meiner Tochter Schlomit war`s auch nicht ganz das Wahre. Erstmals stehst du jetzt mit ihr gemeinsam auf der Bühne - im ""Weissen Rößl"" im Wiener Metropol. Was bedeutet das für euch? Glück und Stolz! Die Schlomit ist wirklich mein Meisterstück! Und ich freu` mich ja schon so sehr auf Enkel! Ich wär so wahnsinnig gern eine Oma! Aber, weißt eh: ich darf ihr da ja gar nix dreinreden. .. (O96/JUN.62789 Neue Kronen-Zeitung, 17.06.1996, S. 52; ""Fernsehen ist kein Spaß mehr"" )"	weisst eh	weißt eh	weibt eh	0	Neue Kronen-Zeitung	O96		AT			Aber, weißt eh: ich darf ihr da ja gar nix dreinreden. .. 	0	eingebettet	0	1	initial	initial	initial	1	aber	c,	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"wieder. Und weißt eh: Lächeln! Immer nur lächeln ...""  (PRF00/DEZ.00145 profil, 18.12.2000, S. 16; Österreich )"	weisst eh	weißt eh	weibt eh	0	profil	PRF00		AT			Und weißt eh: Lächeln! Immer nur lächeln ...	0	eingebettet	0	1	initial	initial	initial	1	und	C	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Schüssel: Weißt eh, der kleine Lustige, der bei den Gipfeln immer  (PRF01/MAI.00081 profil, 14.05.2001, S. 23; Österreich )"	weisst eh	weißt eh	weibt eh	0	profil	PRF01		AT			Weißt eh, der kleine Lustige, der bei den Gipfeln immer  	0	eingebettet	0	1	initial	initial	initial	0		0			incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Schüssel: Weißt eh! Wie geht der gschwind ... Hast du Haschisch in der Blutbahn, ... (PRF03/FEB.00124 profil, 10.02.2003, S. 13; Zarte Bande )"	weisst eh	weißt eh	weibt eh	0	profil	PRF03		AT			Weißt eh! Wie geht der gschwind ... 	1	frei	0	1				0		0				0		0	0		0	0	0	0	0	0	0	0	0		
"Margot: Na geh, weißt eh! Wegen der Regierung!  (PRF03/FEB.00352 profil, 24.02.2003, S. 11; Albtraum )"	weisst eh	weißt eh	weibt eh	0	profil	PRF03		AT			Na geh, weißt eh! Wegen der Regierung!  	0	eingebettet	0	1	final	final	final	0	na geh	w,	complete			0		0	0		0	0	0	0	0	0	0	0	0		
"Schüssel: Weißt eh, die zwei Kindsköpf, wenn die einmal glauben, es is was lustig, dann sind die davon net wegzulecken.  (PRF04/FEB.00015 profil, 02.02.2004, S. 13; Postbotin )"	weisst eh	weißt eh	weibt eh	0	profil	PRF04		AT			Weißt eh, die zwei Kindsköpf, wenn die einmal glauben, es is was lustig, dann sind die davon net wegzulecken.  	0	eingebettet	0	1	initial	initial	initial	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Gudenus: Mei Putzfrau. Eine Perle, sag i dir. Ganz billig und so dankbar, weil i ihr a Matratzen verschafft hab, auf der sie sogar allein schlafen darf. Weißt eh, beim d'Aron in Rudolfsheim.  (PRF04/APR.00323 profil, 19.04.2004, S. 15; Umvolkung )"	weisst eh	weißt eh	weibt eh	0	profil	PRF04		AT			Weißt eh, beim d'Aron in Rudolfsheim.  	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		beim	0		0	0		0	0	0	0	0	0	0	0	0		
